"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1139","1.5","0.04444444","0.66666667","0.6","5","2","false","DDC","6.2","5","0","0","0.75","false","0","DDC","8","0.62"
"1144","1.5","0.00555556","0.66666667","0.9","5","2","false","DHFR","6.6","5","0","0","0.75","false","0","DHFR","2","0.66"
"1149","1.8","0.0","0.55555556","1.0","2","2","false","HGD","7.0","2","0","0","0.6","false","0","HGD","0","0.7"
"1154","1.0","0.42592593","1.0","0.4","10","1","false","PAH","4.6","10","0","0","1.0","false","0","PAH","54","0.46"
"1165","5.4102228","0.0","0.18483527","1.0","10","10","false","RANBP2","11.1","10","0","0","0.63248143","false","0","RANBP2","0","0.555"
"1166","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP133","11.1","10","0","0","0.63248143","false","0","NUP133","0","0.555"
"1168","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP155","11.1","10","0","0","0.63248143","false","0","NUP155","0","0.555"
"1170","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP107","11.1","10","0","0","0.63248143","false","0","NUP107","0","0.555"
"1172","5.4102228","0.0","0.18483527","1.0","10","10","false","NXF1","11.1","10","0","0","0.63248143","false","0","NXF1","0","0.555"
"1173","4.43250328","0.01717184","0.22560615","0.62820513","13","9","false","XPO1","13.07692308","13","0","0","0.71395806","false","0","XPO1","209148","0.21794872"
"1178","5.4102228","0.0","0.18483527","1.0","10","10","false","GLE1","11.1","10","0","0","0.63248143","false","0","GLE1","0","0.555"
"1181","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP214","11.1","10","0","0","0.63248143","false","0","NUP214","0","0.555"
"1195","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP88","11.1","10","0","0","0.63248143","false","0","NUP88","0","0.555"
"1202","4.58846658","0.00697542","0.21793773","0.47058824","18","9","false","NUP153","11.72222222","18","0","0","0.70096112","false","0","NUP153","123774","0.2093254"
"1206","5.4102228","0.0","0.18483527","1.0","10","10","false","NUP62","11.1","10","0","0","0.63248143","false","0","NUP62","0","0.555"
"1217","4.83355177","0.0","0.2068872","1.0","5","9","false","GCLM","12.0","5","0","0","0.68053735","false","0","GCLM","0","0.5"
"1218","3.86107471","0.01672018","0.25899525","0.27941176","17","8","false","HMOX1","9.17647059","17","0","0","0.76157711","false","0","HMOX1","73376","0.12400636"
"1220","3.97903014","9.8413E-4","0.25131752","0.51515152","12","8","false","KEAP1","12.08333333","12","0","0","0.75174749","false","0","KEAP1","11470","0.16111111"
"1222","4.04587156","0.01346543","0.24716553","0.27272727","11","8","false","NQO1","10.54545455","11","0","0","0.74617737","false","0","NQO1","64690","0.16051136"
"1224","5.04325033","0.0","0.19828482","1.0","2","9","false","VKORC1","6.5","2","0","0","0.66306247","false","0","VKORC1","0","0.59090909"
"1226","5.04325033","0.0","0.19828482","1.0","2","9","false","GGCX","6.5","2","0","0","0.66306247","false","0","GGCX","0","0.59090909"
"1228","1.6","0.0","0.625","1.0","4","2","false","ARG1","5.5","4","0","0","0.7","false","0","ARG1","0","0.55"
"1229","1.6","0.0","0.625","1.0","4","2","false","ARG2","5.5","4","0","0","0.7","false","0","ARG2","0","0.55"
"1231","1.6","0.0","0.625","1.0","4","2","false","ASL","5.5","4","0","0","0.7","false","0","ASL","0","0.55"
"1233","1.7","0.0","0.58823529","1.0","3","2","false","ATP2B4","6.33333333","3","0","0","0.65","false","0","ATP2B4","0","0.63333333"
"1234","1.6","0.00740741","0.625","0.83333333","4","2","false","CALM1","5.25","4","0","0","0.7","false","0","CALM1","2","0.525"
"1236","1.0","0.68518519","1.0","0.26666667","10","1","false","NOS1","3.4","10","0","0","1.0","false","0","NOS1","66","0.36666667"
"1238","1.9","0.0","0.52631579","0.0","1","2","false","CTBP1","10.0","1","0","0","0.55","false","0","CTBP1","0","0.0"
"1240","1.6","0.0","0.625","1.0","4","2","false","ASS1","5.5","4","0","0","0.7","false","0","ASS1","0","0.55"
"1242","1.7","0.0","0.58823529","1.0","3","2","false","GRIN2A","6.33333333","3","0","0","0.65","false","0","GRIN2A","0","0.63333333"
"1244","1.8","0.0","0.55555556","1.0","2","2","false","NOS1AP","7.5","2","0","0","0.6","false","0","NOS1AP","0","0.75"
"1250","1.5","0.04074074","0.66666667","0.6","5","2","false","DLG4","4.4","5","0","0","0.75","false","0","DLG4","8","0.44"
"1261","5.4429882","0.0","0.18372261","1.0","3","9","false","HDAC2","10.0","3","0","0","0.62975098","false","0","HDAC2","0","1.0"
"1262","4.44692005","8.7145E-4","0.22487474","0.84444444","10","8","false","NFKBIA","12.6","10","0","0","0.71275666","false","0","NFKBIA","11956","0.38181818"
"1264","4.44692005","8.7145E-4","0.22487474","0.84444444","10","8","false","NFKB1","12.6","10","0","0","0.71275666","false","0","NFKB1","11956","0.38181818"
"1266","4.44692005","8.7145E-4","0.22487474","0.84444444","10","8","false","RELA","12.6","10","0","0","0.71275666","false","0","RELA","11956","0.38181818"
"1268","4.44823067","0.0","0.22480849","1.0","9","8","false","RELB","13.77777778","9","0","0","0.71264744","false","0","RELB","0","0.41750842"
"1270","4.44823067","0.0","0.22480849","1.0","9","8","false","NFKBIB","13.77777778","9","0","0","0.71264744","false","0","NFKBIB","0","0.41750842"
"1274","4.44823067","0.0","0.22480849","1.0","9","8","false","REL","13.77777778","9","0","0","0.71264744","false","0","REL","0","0.41750842"
"1282","4.44823067","0.0","0.22480849","1.0","9","8","false","CHUK","13.77777778","9","0","0","0.71264744","false","0","CHUK","0","0.41750842"
"1293","3.84665793","0.0112939","0.25996593","0.33538462","26","7","false","IKBKG","14.46153846","26","0","0","0.76277851","false","0","IKBKG","83400","0.15719064"
"1294","3.17038008","0.04284772","0.31541959","0.27927928","37","7","false","IL10","19.32432432","37","0","0","0.81913499","false","0","IL10","527020","0.08258258"
"1301","3.62123198","0.02908598","0.27614911","0.20505051","45","7","false","TNF","14.17777778","45","0","0","0.781564","false","0","TNF","342300","0.09327485"
"1321","3.88466579","0.00482836","0.2574224","0.49264706","17","7","false","IKBKB","14.94117647","17","0","0","0.75961118","false","0","IKBKB","42390","0.18220947"
"1339","4.06159895","0.0","0.24620845","1.0","4","8","false","HMOX2","24.25","4","0","0","0.74486675","false","0","HMOX2","0","0.39112903"
"1343","3.97771953","0.0021128","0.25140033","0.44871795","13","8","false","NFE2L2","11.53846154","13","0","0","0.75185671","false","0","NFE2L2","19048","0.15384615"
"1345","4.06028834","0.0","0.24628793","1.0","5","8","false","GSTA2","20.8","5","0","0","0.74497597","false","0","GSTA2","0","0.33548387"
"1348","4.05111402","4.0209E-4","0.24684568","0.85714286","7","8","false","CRYZ","16.85714286","7","0","0","0.7457405","false","0","CRYZ","7066","0.25159915"
"1352","4.01310616","0.0","0.24918354","1.0","5","8","false","MAFF","18.8","5","0","0","0.74890782","false","0","MAFF","0","0.31864407"
"1354","4.00524246","3.67E-6","0.24967277","0.93333333","6","8","false","MAFK","18.33333333","6","0","0","0.74956313","false","0","MAFK","12","0.28645833"
"1364","4.41677588","0.0","0.2264095","1.0","9","9","false","PMS1","17.33333333","9","0","0","0.71526868","false","0","PMS1","0","0.40310078"
"1366","4.34469201","2.7649E-4","0.23016591","0.75238095","15","9","false","PMS2","14.53333333","15","0","0","0.72127567","false","0","PMS2","3076","0.29066667"
"1368","4.41546527","3.8E-7","0.2264767","0.97777778","10","9","false","POLD1","16.4","10","0","0","0.71537789","false","0","POLD1","2","0.38139535"
"1370","4.41546527","3.8E-7","0.2264767","0.97777778","10","9","false","ERCC1","16.4","10","0","0","0.71537789","false","0","ERCC1","2","0.38139535"
"1372","4.34469201","2.7649E-4","0.23016591","0.75238095","15","9","false","EXO1","14.53333333","15","0","0","0.72127567","false","0","EXO1","3076","0.29066667"
"1374","4.27391874","0.02826265","0.23397731","0.44761905","21","9","false","MLH1","12.23809524","21","0","0","0.72717344","false","0","MLH1","262838","0.20742534"
"1376","4.34469201","2.7649E-4","0.23016591","0.75238095","15","9","false","MSH3","14.53333333","15","0","0","0.72127567","false","0","MSH3","3076","0.29066667"
"1379","4.34469201","2.7649E-4","0.23016591","0.75238095","15","9","false","MSH2","14.53333333","15","0","0","0.72127567","false","0","MSH2","3076","0.29066667"
"1388","4.41677588","0.0","0.2264095","1.0","9","9","false","RPA1","17.33333333","9","0","0","0.71526868","false","0","RPA1","0","0.40310078"
"1395","4.38007864","1.64E-6","0.2283064","0.89285714","8","9","false","COL1A1","10.5","8","0","0","0.71832678","false","0","COL1A1","6","0.33870968"
"1396","3.86369594","0.00127622","0.25881954","0.76190476","7","8","false","TIMP1","19.14285714","7","0","0","0.76135867","false","0","TIMP1","19698","0.23633157"
"1398","4.38007864","1.64E-6","0.2283064","0.89285714","8","9","false","DCN","10.5","8","0","0","0.71832678","false","0","DCN","6","0.33870968"
"1400","3.78899083","0.00259101","0.26392252","0.64444444","10","8","false","MMP2","17.1","10","0","0","0.7675841","false","0","MMP2","33654","0.18"
"1402","4.38138925","1.15E-6","0.22823811","0.9047619","7","9","false","ACAN","11.14285714","7","0","0","0.71821756","false","0","ACAN","4","0.359447"
"1403","4.38138925","4.9E-7","0.22823811","0.95238095","7","9","false","TIMP2","11.14285714","7","0","0","0.71821756","false","0","TIMP2","2","0.359447"
"1405","4.38138925","4.9E-7","0.22823811","0.95238095","7","9","false","TIMP3","11.14285714","7","0","0","0.71821756","false","0","TIMP3","2","0.359447"
"1412","4.38138925","1.15E-6","0.22823811","0.9047619","7","9","false","COL18A1","11.14285714","7","0","0","0.71821756","false","0","COL18A1","4","0.359447"
"1428","4.59108781","0.0","0.2178133","1.0","10","9","false","MSH5","15.3","10","0","0","0.70074268","false","0","MSH5","0","0.40263158"
"1435","4.59108781","0.0","0.2178133","1.0","10","9","false","BLM","15.3","10","0","0","0.70074268","false","0","BLM","0","0.40263158"
"1437","4.59108781","0.0","0.2178133","1.0","10","9","false","MSH4","15.3","10","0","0","0.70074268","false","0","MSH4","0","0.40263158"
"1453","4.59108781","0.0","0.2178133","1.0","10","9","false","RAD51","15.3","10","0","0","0.70074268","false","0","RAD51","0","0.40263158"
"1500","1.5","0.0","0.66666667","1.0","5","2","false","PDIA6","9.6","5","0","0","0.75","false","0","PDIA6","0","0.96"
"1501","1.0","0.03153439","1.0","0.84444444","10","1","false","ULBP2","8.6","10","0","0","1.0","false","0","ULBP2","14","0.86"
"1503","1.1","0.01777778","0.90909091","0.88888889","9","2","false","KLRK1","8.88888889","9","0","0","0.95","false","0","KLRK1","8","0.88888889"
"1505","1.0","0.03153439","1.0","0.84444444","10","1","false","MICB","8.6","10","0","0","1.0","false","0","MICB","14","0.86"
"1507","1.3","0.0","0.76923077","1.0","7","2","false","KLRD1","9.42857143","7","0","0","0.85","false","0","KLRD1","0","0.94285714"
"1509","1.1","0.00634921","0.90909091","0.94444444","9","2","false","ULBP1","9.11111111","9","0","0","0.95","false","0","ULBP1","4","0.91111111"
"1512","1.1","0.00634921","0.90909091","0.94444444","9","2","false","HCST","9.11111111","9","0","0","0.95","false","0","HCST","4","0.91111111"
"1514","1.1","0.00634921","0.90909091","0.94444444","9","2","false","NCR3","9.11111111","9","0","0","0.95","false","0","NCR3","4","0.91111111"
"1516","1.1","0.00634921","0.90909091","0.94444444","9","2","false","IL15","9.11111111","9","0","0","0.95","false","0","IL15","4","0.91111111"
"1539","1.0","0.03153439","1.0","0.84444444","10","1","false","MICA","8.6","10","0","0","1.0","false","0","MICA","14","0.86"
"1549","1.1","0.01777778","0.90909091","0.88888889","9","2","false","ENSG00000255819","8.88888889","9","0","0","0.95","false","0","ENSG00000255819","8","0.88888889"
"1559","1.2","0.0","0.83333333","1.0","8","2","false","MGAT4D","8.875","8","0","0","0.9","false","0","MGAT4D","0","0.8875"
"1560","1.1","0.01111111","0.90909091","0.91666667","9","2","false","MAN2A1","8.44444444","9","0","0","0.95","false","0","MAN2A1","6","0.84444444"
"1562","1.1","0.01111111","0.90909091","0.91666667","9","2","false","MGAT1","8.44444444","9","0","0","0.95","false","0","MGAT1","6","0.84444444"
"1564","1.1","0.01111111","0.90909091","0.91666667","9","2","false","MGAT4A","8.44444444","9","0","0","0.95","false","0","MGAT4A","6","0.84444444"
"1566","1.1","0.01111111","0.90909091","0.91666667","9","2","false","MGAT4B","8.44444444","9","0","0","0.95","false","0","MGAT4B","6","0.84444444"
"1568","1.1","0.01111111","0.90909091","0.91666667","9","2","false","FUT8","8.44444444","9","0","0","0.95","false","0","FUT8","6","0.84444444"
"1570","1.2","0.0","0.83333333","1.0","8","2","false","MGAT3","8.875","8","0","0","0.9","false","0","MGAT3","0","0.8875"
"1572","1.2","0.0","0.83333333","1.0","8","2","false","MGAT5","8.875","8","0","0","0.9","false","0","MGAT5","0","0.8875"
"1574","1.0","0.21111111","1.0","0.73333333","10","1","false","MGAT2","7.6","10","0","0","1.0","false","0","MGAT2","24","0.83333333"
"1576","1.4","0.0","0.71428571","1.0","6","2","false","MAN2A2","9.16666667","6","0","0","0.8","false","0","MAN2A2","0","0.91666667"
"1588","1.9","0.0","0.52631579","0.0","1","2","false","PMM2","10.0","1","0","0","0.55","false","0","PMM2","0","0.0"
"1613","3.67496723","0.0","0.27211127","1.0","4","8","false","RHOA","40.0","4","0","0","0.77708606","false","0","RHOA","0","0.33613445"
"1616","3.61336828","0.01057483","0.27675009","0.52380952","7","8","false","CDC42","32.14285714","7","0","0","0.78221931","false","0","CDC42","95664","0.19964508"
"1618","3.2948886","0.01459655","0.3035004","0.23448276","30","7","false","MAPK8","16.1","30","0","0","0.80875928","false","0","MAPK8","128084","0.08385417"
"1620","4.06290957","0.0","0.24612903","1.0","3","8","false","DUSP8","29.66666667","3","0","0","0.74475754","false","0","DUSP8","0","0.49444444"
"1622","3.68807339","1.8327E-4","0.27114428","0.83333333","4","8","false","DUSP1","39.0","4","0","0","0.77599388","false","0","DUSP1","1606","0.33050847"
"1625","3.68938401","0.0","0.27104796","1.0","3","8","false","NFATC3","51.0","3","0","0","0.77588467","false","0","NFATC3","0","0.43220339"
"1627","4.06290957","0.0","0.24612903","1.0","3","8","false","DUSP16","29.33333333","3","0","0","0.74475754","false","0","DUSP16","0","0.48888889"
"1628","4.06290957","0.0","0.24612903","1.0","3","8","false","MAPK8IP1","29.33333333","3","0","0","0.74475754","false","0","MAPK8IP1","0","0.48888889"
"1630","3.41284404","0.01928247","0.29301075","0.54545455","11","8","false","NCOA3","23.72727273","11","0","0","0.79892966","false","0","NCOA3","230914","0.15610048"
"1637","3.78243775","0.00593758","0.26437976","0.33333333","10","8","false","MAPK6","14.6","10","0","0","0.76813019","false","0","MAPK6","69132","0.13153153"
"1644","4.6225426","0.0","0.21633116","1.0","2","9","false","PSMA7","27.5","2","0","0","0.69812145","false","0","PSMA7","0","0.59782609"
"1646","4.62123198","0.0","0.21639251","1.0","3","9","false","CDC14B","19.33333333","3","0","0","0.69823067","false","0","CDC14B","0","0.42028986"
"1647","4.62123198","0.0","0.21639251","1.0","3","9","false","CDC14A","19.33333333","3","0","0","0.69823067","false","0","CDC14A","0","0.42028986"
"1660","3.98165138","4.978E-5","0.25115207","0.83333333","4","8","false","HSPB1","28.25","4","0","0","0.75152905","false","0","HSPB1","136","0.30053191"
"1662","4.05504587","0.0","0.24660633","1.0","3","8","false","MAPKAPK5","23.0","3","0","0","0.74541284","false","0","MAPKAPK5","0","0.38983051"
"1666","4.12581913","0.0","0.24237611","1.0","10","7","false","ARAF","19.4","10","0","0","0.73951507","false","0","ARAF","0","0.37307692"
"1667","4.12581913","0.0","0.24237611","1.0","10","7","false","RAF1","19.4","10","0","0","0.73951507","false","0","RAF1","0","0.37307692"
"1671","4.11271298","0.00227006","0.2431485","0.66666667","16","7","false","BRAF","15.25","16","0","0","0.74060725","false","0","BRAF","59732","0.28240741"
"1673","4.11271298","0.00227006","0.2431485","0.66666667","16","7","false","KRAS","15.25","16","0","0","0.74060725","false","0","KRAS","59732","0.28240741"
"1675","4.12581913","0.0","0.24237611","1.0","10","7","false","KSR1","19.4","10","0","0","0.73951507","false","0","KSR1","0","0.37307692"
"1677","4.11271298","0.00227006","0.2431485","0.66666667","16","7","false","NRAS","15.25","16","0","0","0.74060725","false","0","NRAS","59732","0.28240741"
"1684","4.11926606","0.00206239","0.24276169","0.71428571","15","7","false","MAP2K1","15.73333333","15","0","0","0.74006116","false","0","MAP2K1","55866","0.3025641"
"1686","4.12581913","0.0","0.24237611","1.0","10","7","false","KSR2","19.4","10","0","0","0.73951507","false","0","KSR2","0","0.37307692"
"1697","5.53473132","0.00784306","0.18067724","0.0","2","9","false","HTN3","6.5","2","0","0","0.62210572","false","0","HTN3","41784","0.5"
"1699","4.54390564","0.01868299","0.22007499","0.22222222","10","8","false","LPO","6.3","10","0","0","0.70467453","false","0","LPO","100386","0.14878049"
"1701","5.54259502","0.0","0.1804209","0.0","1","9","false","GADD45GIP1","10.0","1","0","0","0.62145042","false","0","GADD45GIP1","0","0.0"
"1703","4.55570118","0.0","0.21950518","1.0","4","8","false","TG","14.25","4","0","0","0.70369157","false","0","TG","0","0.33928571"
"1705","3.74836173","0.06513393","0.26678322","0.1994302","27","7","false","CAT","9.51851852","27","0","0","0.77096986","false","0","CAT","395276","0.09712774"
"1707","4.73525557","0.0","0.21118184","1.0","2","8","false","NOX1","18.5","2","0","0","0.6887287","false","0","NOX1","0","0.578125"
"1710","4.98034076","0.0","0.20078947","1.0","3","9","false","LALBA","10.0","3","0","0","0.66830494","false","0","LALBA","0","0.5"
"1713","5.5412844","0.0","0.18046358","1.0","2","9","false","CACNA1A","6.0","2","0","0","0.62155963","false","0","CACNA1A","0","0.6"
"1715","5.5412844","0.0","0.18046358","1.0","2","9","false","CACNA1B","6.0","2","0","0","0.62155963","false","0","CACNA1B","0","0.6"
"1724","4.55439056","2.5545E-4","0.21956835","0.8","5","8","false","MB","11.8","5","0","0","0.70380079","false","0","MB","2138","0.28095238"
"1730","5.34993447","0.00180235","0.18691818","0.72222222","9","11","false","CEL","10.77777778","9","0","0","0.63750546","false","0","CEL","8744","0.26944444"
"1731","4.9593709","0.0153717","0.20163848","0.3974359","13","11","false","APOB","7.92307692","13","0","0","0.67005242","false","0","APOB","92720","0.26410256"
"1733","5.2870249","0.00170837","0.18914229","0.49090909","11","11","false","CH25H","10.54545455","11","0","0","0.64274792","false","0","CH25H","25218","0.3012987"
"1735","5.44560944","4.892E-4","0.18363418","0.66666667","9","11","false","CYP27A1","9.11111111","9","0","0","0.62953255","false","0","CYP27A1","8218","0.36444444"
"1737","5.45347313","0.0","0.18336938","1.0","7","11","false","CYP46A1","10.0","7","0","0","0.62887724","false","0","CYP46A1","0","0.47619048"
"1740","4.49541284","0.02720196","0.22244898","0.34285714","15","10","false","CYP7A1","10.93333333","15","0","0","0.7087156","false","0","CYP7A1","151872","0.16078431"
"1742","5.34862385","0.00442358","0.18696398","0.57777778","10","11","false","LIPA","9.7","10","0","0","0.63761468","false","0","LIPA","23142","0.24615385"
"1744","5.43381389","5.021E-5","0.1840328","0.85714286","8","11","false","DHCR24","10.625","8","0","0","0.63051551","false","0","DHCR24","520","0.35416667"
"1746","5.43381389","5.021E-5","0.1840328","0.85714286","8","11","false","DHCR7","10.625","8","0","0","0.63051551","false","0","DHCR7","520","0.35416667"
"1752","6.34731324","0.0","0.15754698","0.0","1","12","false","SCGB1D2","10.0","1","0","0","0.55439056","false","0","SCGB1D2","0","0.0"
"1767","5.95412844","0.0","0.16795069","1.0","4","12","false","FZD4","8.25","4","0","0","0.58715596","false","0","FZD4","0","0.63461538"
"1768","5.89777195","9.127E-5","0.16955556","0.73333333","6","12","false","LDLRAP1","8.0","6","0","0","0.59185234","false","0","LDLRAP1","316","0.57142857"
"1771","5.95412844","0.0","0.16795069","1.0","4","12","false","DAB2","8.25","4","0","0","0.58715596","false","0","DAB2","0","0.63461538"
"1773","5.18348624","0.0","0.19292035","1.0","6","11","false","MYLIP","9.33333333","6","0","0","0.65137615","false","0","MYLIP","0","0.58333333"
"1775","5.18086501","4.3689E-4","0.19301796","0.82142857","8","11","false","APOE","8.25","8","0","0","0.65159458","false","0","APOE","15780","0.515625"
"1777","4.37483617","0.02491587","0.22857999","0.58333333","9","10","false","SREBF1","10.66666667","9","0","0","0.71876365","false","0","SREBF1","256672","0.21768707"
"1779","5.12712975","0.01269098","0.1950409","0.63888889","9","11","false","PCSK9","8.33333333","9","0","0","0.65607252","false","0","PCSK9","52146","0.34259259"
"1786","5.18217562","5.7E-7","0.19296915","0.95238095","7","11","false","SREBF2","8.71428571","7","0","0","0.65148536","false","0","SREBF2","2","0.54464286"
"1788","5.18348624","0.0","0.19292035","1.0","6","11","false","APOA1","9.33333333","6","0","0","0.65137615","false","0","APOA1","0","0.58333333"
"1797","5.17824377","0.00224872","0.19311567","0.62222222","10","11","false","LDLR","7.2","10","0","0","0.65181302","false","0","LDLR","47740","0.45"
"1808","4.61861075","3.1909E-4","0.21651532","0.83333333","4","9","false","CDC5L","18.5","4","0","0","0.6984491","false","0","CDC5L","14832","0.39361702"
"1809","5.5740498","1.657E-5","0.17940277","0.77777778","9","10","false","KPNB1","9.22222222","9","0","0","0.61882918","false","0","KPNB1","52","0.46111111"
"1811","4.6146789","3.1909E-4","0.2166998","0.95238095","7","9","false","TPX2","14.42857143","7","0","0","0.69877676","false","0","TPX2","14832","0.30699088"
"1821","4.60026212","7.4913E-4","0.21737892","0.88888889","9","9","false","RANBP1","13.77777778","9","0","0","0.69997816","false","0","RANBP1","29686","0.24603175"
"1823","4.60026212","7.4913E-4","0.21737892","0.88888889","9","9","false","RCC1","13.77777778","9","0","0","0.69997816","false","0","RCC1","29686","0.24603175"
"1826","5.57667104","0.0","0.17931845","1.0","7","10","false","NUTF2","10.57142857","7","0","0","0.61861075","false","0","NUTF2","0","0.52857143"
"1828","4.59895151","7.6076E-4","0.21744087","0.77777778","10","9","false","RANGAP1","12.7","10","0","0","0.70008737","false","0","RANGAP1","29716","0.22678571"
"1830","4.59895151","7.6076E-4","0.21744087","0.77777778","10","9","false","KPNA2","12.7","10","0","0","0.70008737","false","0","KPNA2","29716","0.22678571"
"1857","4.60026212","7.4913E-4","0.21737892","0.88888889","9","9","false","RAN","13.77777778","9","0","0","0.69997816","false","0","RAN","29686","0.24603175"
"1867","3.85976409","1.4014E-4","0.25908319","0.88888889","9","7","false","FOSL2","24.44444444","9","0","0","0.76168633","false","0","FOSL2","2032","0.26570048"
"1870","3.85976409","1.4014E-4","0.25908319","0.88888889","9","7","false","FOSB","24.44444444","9","0","0","0.76168633","false","0","FOSB","2032","0.26570048"
"1873","4.04587156","1.487E-5","0.24716553","0.89285714","8","8","false","MAPK10","18.25","8","0","0","0.74617737","false","0","MAPK10","126","0.28076923"
"1874","3.85976409","1.4014E-4","0.25908319","0.88888889","9","7","false","ATF3","24.44444444","9","0","0","0.76168633","false","0","ATF3","2032","0.26570048"
"1878","3.57667104","9.1545E-4","0.27958959","0.61666667","16","7","false","FOS","21.1875","16","0","0","0.78527741","false","0","FOS","11862","0.15465328"
"1885","4.04587156","1.487E-5","0.24716553","0.89285714","8","8","false","MAPK9","18.25","8","0","0","0.74617737","false","0","MAPK9","126","0.28076923"
"1889","4.02621232","0.00443257","0.2483724","0.44444444","10","8","false","NFATC2","17.6","10","0","0","0.74781564","false","0","NFATC2","38184","0.22564103"
"1895","3.97247706","0.0","0.2517321","1.0","7","8","false","PTPN2","21.14285714","7","0","0","0.75229358","false","0","PTPN2","0","0.29778672"
"1896","3.96985583","1.47E-6","0.25189832","0.91666667","9","8","false","STAT6","18.88888889","9","0","0","0.75251201","false","0","STAT6","6","0.26604069"
"1898","3.95806029","0.00335613","0.25264901","0.50326797","18","8","false","STAT5B","14.11111111","18","0","0","0.75349498","false","0","STAT5B","77108","0.19874804"
"1901","3.89515072","3.996E-4","0.25672948","0.55882353","17","8","false","IL10RA","21.47058824","17","0","0","0.75873744","false","0","IL10RA","1626","0.20845231"
"1905","3.96854522","3.11E-6","0.25198151","0.86666667","10","8","false","STAT2","17.6","10","0","0","0.75262123","false","0","STAT2","12","0.24788732"
"1911","3.97247706","0.0","0.2517321","1.0","7","8","false","PTPN11","21.14285714","7","0","0","0.75229358","false","0","PTPN11","0","0.29778672"
"1916","3.97247706","0.0","0.2517321","1.0","7","8","false","IFNLR1","22.28571429","7","0","0","0.75229358","false","0","IFNLR1","0","0.3138833"
"1921","3.96854522","3.11E-6","0.25198151","0.86666667","10","8","false","STAT1","17.6","10","0","0","0.75262123","false","0","STAT1","12","0.24788732"
"1928","3.95412844","0.00364857","0.25290023","0.47368421","19","8","false","STAT5A","13.84210526","19","0","0","0.75382263","false","0","STAT5A","81780","0.18961788"
"1944","1.0","0.0","1.0","1.0","10","1","false","TCHH","10.0","10","0","0","1.0","false","0","TCHH","0","1.0"
"1945","1.0","0.0","1.0","1.0","10","1","false","SPRR2A","10.0","10","0","0","1.0","false","0","SPRR2A","0","1.0"
"1947","1.0","0.0","1.0","1.0","10","1","false","PPL","10.0","10","0","0","1.0","false","0","PPL","0","1.0"
"1949","1.0","0.0","1.0","1.0","10","1","false","EVPL","10.0","10","0","0","1.0","false","0","EVPL","0","1.0"
"1951","1.0","0.0","1.0","1.0","10","1","false","TGM1","10.0","10","0","0","1.0","false","0","TGM1","0","1.0"
"1953","1.0","0.0","1.0","1.0","10","1","false","FLG","10.0","10","0","0","1.0","false","0","FLG","0","1.0"
"1955","1.0","0.0","1.0","1.0","10","1","false","SPRR3","10.0","10","0","0","1.0","false","0","SPRR3","0","1.0"
"1957","1.0","0.0","1.0","1.0","10","1","false","SPRR1B","10.0","10","0","0","1.0","false","0","SPRR1B","0","1.0"
"1959","1.0","0.0","1.0","1.0","10","1","false","SPRR1A","10.0","10","0","0","1.0","false","0","SPRR1A","0","1.0"
"1961","1.0","0.0","1.0","1.0","10","1","false","LOR","10.0","10","0","0","1.0","false","0","LOR","0","1.0"
"1963","1.0","0.0","1.0","1.0","10","1","false","IVL","10.0","10","0","0","1.0","false","0","IVL","0","1.0"
"2013","3.64613368","0.00183203","0.27426312","0.64166667","16","8","false","IL4","23.625","16","0","0","0.77948886","false","0","IL4","18660","0.17897727"
"2023","3.9423329","0.0","0.25365691","1.0","7","8","false","IL6ST","26.71428571","7","0","0","0.75480559","false","0","IL6ST","0","0.34249084"
"2028","3.93315858","3.0E-6","0.25424858","0.94444444","9","8","false","IL6R","26.11111111","9","0","0","0.75557012","false","0","IL6R","20","0.3145917"
"2044","4.86762779","0.0","0.20543888","1.0","9","9","false","IL2RB","12.66666667","9","0","0","0.67769768","false","0","IL2RB","0","0.4691358"
"2046","4.59895151","1.2347E-4","0.21744087","0.88888889","10","9","false","IL5","12.3","10","0","0","0.70008737","false","0","IL5","2834","0.384375"
"2048","3.89252949","0.00732383","0.25690236","0.49707602","19","8","false","CSF2","19.73684211","19","0","0","0.75895588","false","0","CSF2","142048","0.19161983"
"2050","4.86762779","0.0","0.20543888","1.0","9","9","false","IL3","12.66666667","9","0","0","0.67769768","false","0","IL3","0","0.4691358"
"2052","4.59895151","1.2347E-4","0.21744087","0.88888889","10","9","false","IL2","12.3","10","0","0","0.70008737","false","0","IL2","2834","0.384375"
"2071","4.59895151","1.2347E-4","0.21744087","0.88888889","10","9","false","IL2RA","12.3","10","0","0","0.70008737","false","0","IL2RA","2834","0.384375"
"2074","4.59895151","1.2347E-4","0.21744087","0.88888889","10","9","false","FOXP3","12.3","10","0","0","0.70008737","false","0","FOXP3","2834","0.384375"
